resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
1,18,1,1,22,1,1,1,1,10.0,58,1:34:50.616,5690616,39,2,1:27.452,218.300,1
4,18,4,4,5,11,4,4,4,5.0,58,+17.181,5707797,58,7,1:28.603,215.464,1
27,19,1,1,22,9,5,5,5,4.0,56,+46.548,5525103,53,3,1:35.462,209.033,1
30,19,4,4,5,7,8,8,8,1.0,56,+1:10.041,5548596,40,10,1:36.288,207.240,1
54,20,4,4,5,10,10,10,10,0.0,57,+1:17.181,5544151,35,13,1:35.194,204.668,1
57,20,1,1,22,3,13,13,13,0.0,56,\N,\N,25,19,1:35.520,203.969,11
69,21,1,1,22,5,3,3,3,6.0,66,+4.187,5903238,20,3,1:22.017,204.323,1
81,21,4,4,5,2,\N,R,15,0.0,34,\N,\N,15,9,1:22.683,202.677,5
90,22,1,1,22,3,2,2,2,8.0,58,+3.779,5213230,31,2,1:26.529,222.085,1
94,22,4,4,5,7,6,6,6,3.0,58,+53.724,5263175,57,6,1:27.280,220.174,1
109,23,1,1,22,3,1,1,1,10.0,76,2:00:42.742,7242742,71,6,1:18.510,153.152,1
118,23,4,4,5,7,10,10,10,0.0,75,\N,\N,73,3,1:17.869,154.413,11
144,24,4,4,5,4,\N,R,16,0.0,44,\N,\N,16,9,1:18.225,200.697,20
147,24,1,1,22,1,\N,R,19,0.0,19,\N,\N,4,3,1:17.506,202.559,4
156,25,4,4,5,3,8,8,8,1.0,70,+43.372,5553617,39,8,1:17.641,204.525,1
158,25,1,1,22,13,10,10,10,0.0,70,+54.538,5564783,40,5,1:17.453,205.022,1
169,26,1,1,22,4,1,1,1,10.0,60,1:39:09.440,5949440,16,3,1:32.817,199.398,1
174,26,4,4,5,6,6,6,6,3.0,59,\N,\N,17,6,1:33.133,198.722,11
189,27,1,1,22,1,1,1,1,10.0,67,1:31:20.874,5480874,17,2,1:16.039,216.552,1
199,27,4,4,5,5,11,11,11,0.0,67,+38.600,5519474,17,13,1:17.115,213.530,1
212,28,4,4,5,7,4,4,4,5.0,70,+21.614,5868681,47,8,1:21.793,192.823,1
213,28,1,1,22,1,5,5,5,4.0,70,+23.048,5870115,15,3,1:21.493,193.533,1
230,29,1,1,22,2,2,2,2,8.0,57,+5.611,5737950,16,2,1:38.884,197.285,1
248,29,4,4,5,12,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,4
251,30,1,1,22,1,3,3,3,6.0,44,+10.539,4989933,20,2,1:48.135,233.175,1
252,30,4,4,5,6,4,4,4,5.0,44,+14.478,4993872,25,9,1:49.238,230.820,1
272,31,4,4,5,8,4,4,4,5.0,53,+23.903,5231397,51,9,1:29.961,231.820,1
275,31,1,1,22,15,7,7,7,2.0,53,+29.912,5237406,52,5,1:29.721,232.440,1
289,32,4,4,5,15,1,1,1,10.0,61,1:57:16.304,7036304,55,3,1:45.768,172.464,1
291,32,1,1,22,2,3,3,3,6.0,61,+5.917,7042221,14,4,1:46.072,171.969,1
309,33,4,4,5,4,1,1,1,10.0,67,1:30:21.892,5421892,41,3,1:19.101,207.668,1
320,33,1,1,22,1,12,12,12,0.0,67,+1:18.900,5500792,65,11,1:19.560,206.470,1
329,34,1,1,22,1,1,1,1,10.0,56,1:31:57.403,5517403,13,1,1:36.325,203.722,1
332,34,4,4,5,4,4,4,4,5.0,56,+18.370,5535773,56,5,1:36.659,203.018,1
350,35,4,4,5,6,2,2,2,8.0,71,+13.298,5664733,39,8,1:14.229,208.980,1
353,35,1,1,22,4,5,5,5,4.0,71,+38.907,5690342,31,4,1:14.159,209.177,1
370,36,4,1,1,2,2,2,2,8.0,58,+7.242,5136012,20,2,1:26.314,221.178,1
371,36,1,1,2,4,3,3,3,6.0,58,+18.595,5147365,20,3,1:26.351,221.083,1
391,37,4,1,1,2,1,1,1,10.0,56,1:32:14.930,5534930,42,2,1:36.861,206.014,1
392,37,1,1,2,4,2,2,2,8.0,56,+17.557,5552487,22,1,1:36.701,206.355,1
414,38,1,1,2,2,2,2,2,8.0,57,+2.360,5609875,18,2,1:34.270,206.674,1
417,38,4,1,1,4,5,5,5,4.0,57,+14.426,5621941,46,4,1:34.420,206.346,1
436,39,1,1,2,4,2,2,2,8.0,65,+6.790,5503020,20,2,1:22.876,202.205,1
437,39,4,1,1,2,3,3,3,6.0,65,+17.456,5513686,17,3,1:22.966,201.986,1
457,40,4,1,1,1,1,1,1,10.0,78,1:40:29.329,6029329,44,1,1:15.284,159.715,1
458,40,1,1,2,2,2,2,2,8.0,78,+4.095,6033424,28,2,1:15.372,159.528,1
479,41,1,1,2,1,1,1,1,10.0,70,1:44:11.292,6251292,37,2,1:16.494,205.239,1
485,41,4,1,1,2,7,7,7,2.0,70,+21.936,6273228,46,1,1:16.367,205.580,1
501,42,1,1,2,1,1,1,1,10.0,73,1:31:09.965,5469965,20,2,1:13.222,206.101,1
502,42,4,1,1,2,2,2,2,8.0,73,+1.5,5471465,21,3,1:13.257,206.003,1
525,43,1,1,2,2,3,3,3,6.0,70,+32.153,5486353,39,4,1:16.587,207.340,1
529,43,4,1,1,10,7,7,7,2.0,70,+56.516,5510716,36,3,1:16.495,207.590,1
546,44,4,1,1,3,2,2,2,8.0,59,+2.459,4905533,35,3,1:21.117,228.159,1
547,44,1,1,2,1,3,3,3,6.0,59,+39.373,4942447,11,4,1:21.675,226.600,1
567,45,4,1,1,2,1,1,1,10.0,60,2:06:26.358,7586358,35,2,1:33.231,198.783,1
575,45,1,1,2,10,9,9,9,0.0,59,\N,\N,29,3,1:33.401,198.421,11
589,46,1,1,2,1,1,1,1,10.0,70,1:35:52.991,5752991,13,2,1:20.171,196.724,1
592,46,4,1,1,6,4,4,4,5.0,70,+44.858,5797849,49,3,1:20.324,196.349,1
613,47,4,1,1,4,3,3,3,6.0,58,+26.181,5228342,39,4,1:28.070,218.199,1
615,47,1,1,2,2,5,5,5,4.0,58,+45.085,5247246,17,3,1:27.963,218.464,1
633,48,4,1,1,1,1,1,1,10.0,53,1:18:37.806,4717806,15,1,1:22.871,251.653,1
634,48,1,1,2,2,2,2,2,8.0,53,+6.062,4723868,17,2,1:22.936,251.456,1
657,49,4,1,1,3,3,3,3,6.0,44,+14.343,4853409,44,3,1:48.182,233.073,1
658,49,1,1,2,4,4,4,4,5.0,44,+23.615,4862681,41,4,1:48.215,233.002,1
677,50,1,1,2,1,1,1,1,10.0,67,2:00:34.579,7234579,27,1,1:28.193,186.259,1
697,50,4,1,1,2,\N,R,21,0.0,41,\N,\N,25,2,1:28.511,185.590,3
700,51,4,1,1,4,2,2,2,8.0,56,+9.806,5888201,54,2,1:37.991,200.259,1
717,51,1,1,2,1,\N,R,19,0.0,30,\N,\N,22,19,1:43.131,190.278,20
723,52,4,1,1,4,3,3,3,6.0,71,+57.019,5352289,59,6,1:13.150,212.062,1
727,52,1,1,2,2,7,7,7,2.0,70,\N,\N,58,2,1:12.506,213.946,11
743,53,4,4,1,4,1,1,1,10.0,57,1:29:46.205,5386205,21,3,1:32.534,210.551,1
766,54,4,4,1,7,2,2,2,8.0,56,+4.585,5445114,45,1,1:34.803,210.487,1
787,55,4,4,1,3,1,1,1,10.0,57,1:34:27.870,5667870,49,2,1:26.189,221.499,1
810,56,4,4,1,5,2,2,2,8.0,62,+2.096,5468582,23,1,1:24.569,211.098,1
832,57,4,4,1,1,2,2,2,8.0,60,+3.751,5762516,37,3,1:32.532,200.285,1
853,58,4,4,1,1,1,1,1,10.0,66,1:26:21.759,5181759,39,2,1:16.723,217.108,1
875,59,4,4,1,1,1,1,1,10.0,78,1:43:43.116,6223116,11,3,1:15.671,158.898,1
897,60,4,4,1,1,1,1,1,10.0,60,1:25:51.927,5151927,21,1,1:21.599,226.811,1
919,61,4,4,1,1,1,1,1,10.0,70,1:34:37.308,5677308,22,2,1:15.911,206.815,1
945,62,4,4,1,5,5,5,5,4.0,73,+28.410,5703609,72,6,1:13.316,205.837,1
964,63,4,4,1,3,2,2,2,8.0,70,+10.1,5537903,23,5,1:17.770,204.186,1
989,64,4,4,1,7,5,5,5,4.0,67,+23.7,5295393,66,9,1:17.256,213.140,1
1020,65,4,4,1,15,\N,R,14,0.0,51,\N,\N,50,14,1:29.408,176.400,30
1030,66,4,4,1,3,2,2,2,8.0,58,+5.575,5336657,38,3,1:28.245,217.766,1
1069,67,4,4,1,10,\N,R,19,0.0,43,\N,\N,38,5,1:23.121,250.896,5
1074,68,4,4,1,1,2,2,2,8.0,56,+3.121,5855868,49,1,1:37.586,201.090,1
1095,69,4,4,1,5,1,1,1,10.0,53,1:23:52.413,5032413,14,1,1:32.676,225.572,1
1118,70,4,4,1,4,2,2,2,8.0,71,+18.658,5532409,70,3,1:12.961,212.612,1
1141,71,4,4,5,13,3,3,3,6.0,57,+6.712,5064048,24,1,1:25.683,222.807,1
1159,72,4,4,5,1,1,1,1,10.0,56,1:31:33.736,5493736,18,4,1:35.899,208.081,1
1179,73,4,4,5,1,1,1,1,10.0,57,1:29:18.531,5358531,39,2,1:31.713,212.436,1
1199,74,4,4,5,2,1,1,1,10.0,62,1:27:41.921,5261921,22,4,1:23.133,213.619,1
1220,75,4,4,5,3,2,2,2,8.0,66,+27.652,5264482,59,5,1:16.098,218.891,1
1240,76,4,4,5,2,4,4,4,5.0,78,+36.487,6352043,19,3,1:16.600,156.971,1
1255,77,4,4,5,6,1,1,1,10.0,59,1:31:46.648,5506648,44,1,1:30.711,204.305,1
1291,78,4,4,5,3,\N,R,17,0.0,38,\N,\N,38,3,1:14.727,210.092,22
1305,79,4,4,5,6,\N,W,11,0.0,0,\N,\N,\N,\N,\N,\N,54
1315,80,4,4,5,1,1,1,1,10.0,70,1:31:22.232,5482232,5,2,1:16.502,207.571,1
1336,81,4,4,5,1,2,2,2,8.0,60,+2.7,5072288,40,4,1:21.228,227.847,1
1355,82,4,4,5,3,1,1,1,10.0,67,1:26:28.599,5188599,21,2,1:15.235,218.866,1
1385,83,4,4,5,6,11,11,11,0.0,69,\N,\N,51,12,1:22.884,190.285,11
1396,84,4,4,5,3,2,2,2,8.0,58,+18.609,5093063,58,3,1:25.524,224.694,1
1416,85,4,4,5,2,2,2,2,8.0,53,+2.479,4471138,16,3,1:22.146,253.874,1
1436,86,4,4,5,4,2,2,2,8.0,44,+28.3,5429595,31,10,1:56.131,216.252,1
1457,87,4,4,5,1,3,3,3,6.0,71,+24.840,5385414,21,3,1:12.653,213.513,1
1477,88,4,4,5,16,3,3,3,6.0,53,+17.456,5359668,21,2,1:31.599,228.225,1
1495,89,4,4,5,1,1,1,1,10.0,56,1:39:53.618,5993618,45,2,1:33.536,209.797,1
1517,90,4,4,8,5,3,3,3,6.0,58,+34.673,5090430,10,3,1:25.088,224.365,1
1541,91,4,4,8,19,7,7,7,2.0,56,+1:07.877,5535367,7,10,1:35.888,208.105,1
1560,92,4,4,8,16,6,6,6,3.0,57,+53.156,5368031,39,2,1:30.654,215.116,1
1578,93,4,4,8,6,4,4,4,5.0,62,+23.654,5203324,59,3,1:21.650,217.499,1
1598,94,4,4,8,8,4,4,4,5.0,66,+32.952,5285793,27,3,1:17.556,214.776,1
1626,95,4,4,8,3,\N,R,12,0.0,41,\N,\N,23,4,1:15.226,159.838,3
1639,96,4,4,8,6,5,5,5,4.0,60,+1:00.987,5616088,29,5,1:31.065,203.511,1
1667,97,4,4,8,5,\N,R,13,0.0,44,\N,\N,41,4,1:14.179,211.644,30
1690,98,4,4,8,9,\N,R,16,0.0,8,\N,\N,8,7,1:11.236,211.847,27
1696,99,4,4,8,1,2,2,2,8.0,70,+8.329,5426462,34,2,1:15.551,210.183,1
1724,100,4,4,8,16,10,10,10,0.0,60,+24.835,5107535,39,8,1:20.442,230.073,1
1737,101,4,4,8,5,3,3,3,6.0,66,+16.351,5051199,8,5,1:14.265,221.724,1
1757,102,4,4,8,5,3,3,3,6.0,70,+44.599,5770730,49,3,1:20.275,196.469,1
1790,103,4,4,8,3,\N,R,16,0.0,11,\N,\N,9,4,1:45.870,237.211,5
1810,104,4,4,8,4,\N,R,16,0.0,40,\N,\N,31,8,1:22.881,251.623,20
1818,105,4,4,8,6,4,4,4,5.0,56,+32.510,5384930,55,10,1:33.625,209.597,1
1839,106,4,4,8,11,5,5,5,4.0,53,+37.767,5104752,29,12,1:34.279,221.737,1
1858,107,4,4,8,8,4,4,4,5.0,71,+48.508,5329959,42,9,1:12.118,215.097,1
1881,108,4,4,8,10,7,7,7,2.0,58,+45.074,5727174,\N,\N,\N,\N,1
1897,109,4,4,8,1,3,3,3,6.0,56,+1:04.007,5606202,\N,\N,\N,\N,1
1917,110,4,4,8,10,3,3,3,6.0,54,+6.348,5484548,\N,\N,\N,\N,1
1940,111,4,4,8,8,6,6,6,3.0,62,+43.689,5335747,\N,\N,\N,\N,1
1956,112,4,4,8,3,2,2,2,8.0,65,+5.7,5632633,\N,\N,\N,\N,1
1990,113,4,4,8,19,\N,R,16,0.0,44,\N,\N,\N,\N,\N,\N,5
1999,114,4,4,8,8,5,5,5,4.0,78,+36.251,6175261,\N,\N,\N,\N,1
2018,115,4,4,8,4,4,4,4,5.0,70,+4.481,5478072,\N,\N,\N,\N,1
2038,116,4,4,8,8,4,4,4,5.0,60,+1:05.731,5749353,\N,\N,\N,\N,1
2072,117,4,4,8,7,\N,R,18,0.0,43,\N,\N,\N,\N,\N,\N,5
2092,118,4,4,8,8,\N,R,18,0.0,52,\N,\N,\N,\N,\N,\N,6
2098,119,4,4,8,8,4,4,4,5.0,67,+1:09.344,5398113,\N,\N,\N,\N,1
2115,120,4,4,8,1,1,1,1,10.0,70,1:39:01.460,5941460,\N,\N,\N,\N,1
2142,121,4,4,8,20,8,8,8,1.0,52,\N,\N,\N,\N,\N,\N,11
2169,122,4,4,8,6,\N,R,15,0.0,44,\N,\N,\N,\N,\N,\N,5
2192,123,4,4,8,5,\N,R,18,0.0,17,\N,\N,\N,\N,\N,\N,5
2568,141,4,18,21,19,12,12,12,0.0,56,\N,\N,\N,\N,\N,\N,12
2591,142,4,18,21,21,13,13,13,0.0,52,\N,\N,\N,\N,\N,\N,13
2619,143,4,18,21,19,\N,R,19,0.0,25,\N,\N,\N,\N,\N,\N,10
2644,144,4,18,21,18,\N,R,22,0.0,5,\N,\N,\N,\N,\N,\N,23
2657,145,4,18,21,18,13,13,13,0.0,63,\N,\N,\N,\N,\N,\N,12
2681,146,4,18,21,18,\N,R,15,0.0,38,\N,\N,\N,\N,\N,\N,6
2701,147,4,18,21,18,\N,R,13,0.0,54,\N,\N,\N,\N,\N,\N,6
2729,148,4,18,21,22,\N,R,19,0.0,7,\N,\N,\N,\N,\N,\N,7
2746,149,4,18,21,21,14,14,14,0.0,65,\N,\N,\N,\N,\N,\N,12
2771,150,4,18,21,21,17,17,17,0.0,65,\N,\N,\N,\N,\N,\N,5
2792,151,4,18,21,21,16,16,16,0.0,57,\N,\N,\N,\N,\N,\N,13
2808,152,4,18,21,21,10,10,10,0.0,44,\N,\N,\N,\N,\N,\N,11
2838,153,4,18,21,18,\N,R,18,0.0,37,\N,\N,\N,\N,\N,\N,23
2864,154,4,18,21,20,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,6
2877,155,4,18,21,21,13,13,13,0.0,51,\N,\N,\N,\N,\N,\N,12
2907,156,4,18,21,17,\N,R,21,0.0,36,\N,\N,\N,\N,\N,\N,30
2919,157,4,18,21,18,11,11,11,0.0,52,\N,\N,\N,\N,\N,\N,11
7558,1,4,4,7,10,5,5,5,4.0,58,+4.879,5660663,53,9,1:28.712,215.199,1
7573,1,1,1,1,18,\N,D,20,0.0,58,\N,\N,39,13,1:29.020,214.455,2
7580,2,1,1,1,12,7,7,7,1.0,31,+1:00.733,4312825,17,11,1:39.141,201.276,1
7584,2,4,4,7,9,11,11,11,0.0,31,\N,\N,17,9,1:39.006,201.551,11
7599,3,1,1,1,9,6,6,6,3.0,56,+1:11.866,7135351,39,12,1:54.665,171.138,1
7602,3,4,4,7,2,9,9,9,0.0,56,+1:24.309,7147794,38,9,1:54.481,171.413,1
7617,4,1,1,1,5,4,4,4,5.0,57,+22.096,5530278,13,6,1:34.915,205.269,1
7621,4,4,4,7,7,8,8,8,1.0,57,+52.775,5560957,29,14,1:35.722,203.539,1
7638,5,4,4,7,8,5,5,5,4.0,66,+43.166,5882368,14,6,1:23.420,200.887,1
7642,5,1,1,1,14,9,9,9,0.0,65,\N,\N,29,9,1:23.839,199.883,11
7660,6,4,4,7,9,7,7,7,2.0,78,+37.839,6082121,64,4,1:15.371,159.530,1
7665,6,1,1,1,19,12,12,12,0.0,77,\N,\N,65,8,1:15.706,158.824,11
7683,7,4,4,7,8,10,10,10,0.0,58,+1:02.420,5247268,57,13,1:28.389,217.411,1
7686,7,1,1,1,16,13,13,13,0.0,58,+1:20.454,5265302,53,15,1:28.562,216.986,1
7707,8,4,4,7,10,14,14,14,0.0,59,\N,\N,36,12,1:21.852,226.110,11
7709,8,1,1,1,18,16,16,16,0.0,59,\N,\N,24,18,1:22.576,224.128,11
7720,9,4,4,7,12,7,7,7,2.0,60,+24.888,5828198,49,1,1:33.365,198.498,1
7731,9,1,1,1,5,18,18,18,0.0,59,\N,\N,46,15,1:35.367,194.331,11
7734,10,1,1,1,4,1,1,1,10.0,70,1:38:23.876,5903876,16,4,1:22.479,191.219,1
7751,10,4,4,7,1,\N,R,18,0.0,15,\N,\N,4,18,1:23.529,188.815,36
7755,11,1,1,1,1,2,2,2,8.0,57,+2.358,5753647,57,4,1:39.056,196.943,1
7759,11,4,4,7,8,6,6,6,3.0,57,+27.744,5779033,46,10,1:39.494,196.076,1
7788,12,4,4,7,13,\N,R,15,0.0,26,\N,\N,23,14,1:48.634,232.104,31
7792,12,1,1,1,12,\N,R,19,0.0,0,\N,\N,\N,\N,\N,\N,4
7798,13,4,4,7,8,5,5,5,4.0,53,+59.182,4640888,50,8,1:25.199,244.777,1
7805,13,1,1,1,1,12,12,12,0.0,52,\N,\N,52,3,1:24.802,245.923,3
7814,14,1,1,1,1,1,1,1,10.0,61,1:56:06.337,6966337,36,2,1:48.345,168.561,1
7816,14,4,4,7,5,3,3,3,6.0,61,+16.624,6982961,53,1,1:48.240,168.725,1
7836,15,1,1,1,3,3,3,3,6.0,53,+6.472,5306915,13,6,1:33.259,224.162,1
7843,15,4,4,7,16,10,10,10,0.0,53,+13.065,5313508,28,14,1:33.946,222.523,1
7856,16,1,1,1,17,3,3,3,6.0,71,+18.944,5562025,59,6,1:14.345,208.654,1
7873,16,4,4,7,10,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,3
16080,17,4,4,7,15,14,14,14,0.0,55,+1:09.687,5713101,54,10,1:40.757,198.441,1
16085,17,1,1,1,1,\N,R,19,0.0,20,\N,\N,16,3,1:40.367,199.212,23
20323,337,4,6,8,3,1,1,1,25.0,49,1:39:20.396,5960396,45,1,1:58.287,191.706,1
20325,337,1,1,2,4,3,3,3,15.0,49,+23.182,5983578,42,4,1:59.560,189.665,1
20336,337,807,3,10,13,14,14,14,0.0,48,\N,\N,34,15,2:01.401,186.789,11
20350,338,4,6,8,3,4,4,4,12.0,58,+16.304,5632835,47,10,1:29.707,212.812,1
20352,338,1,1,2,11,6,6,6,8.0,58,+29.898,5646429,47,3,1:28.506,215.700,1
20368,338,807,3,10,15,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,4
20376,339,1,1,2,20,6,6,6,8.0,56,+23.471,5651883,32,4,1:37.745,204.151,1
20380,339,807,3,10,5,10,10,10,1.0,56,+1:13.399,5701811,51,11,1:39.124,201.311,1
20383,339,4,6,8,19,13,13,13,0.0,54,\N,\N,41,2,1:37.231,205.230,5
20396,340,1,1,2,6,2,2,2,18.0,56,+1.530,6403693,13,1,1:42.061,192.273,1
20398,340,4,6,8,3,4,4,4,12.0,56,+11.869,6414032,14,9,1:44.134,188.445,1
20409,340,807,3,10,16,15,15,15,0.0,55,\N,\N,13,12,1:44.549,187.697,11
20420,341,4,6,8,4,2,2,2,18.0,66,+24.065,5768166,57,3,1:24.846,197.510,1
20432,341,1,1,2,3,14,14,14,0.0,64,\N,\N,59,1,1:24.357,198.655,29
20434,341,807,3,10,13,16,16,16,0.0,64,\N,\N,63,17,1:26.863,192.924,12
20447,342,1,1,2,5,5,5,5,10.0,78,+4.363,6617718,68,10,1:16.219,157.755,1
20448,342,4,6,8,24,6,6,6,8.0,78,+6.341,6619696,73,6,1:15.905,158.408,1
20466,342,807,3,10,11,\N,R,24,0.0,0,\N,\N,\N,\N,\N,\N,33
20467,343,1,1,2,2,1,1,1,25.0,58,1:28:47.620,5327620,54,12,1:30.075,213.342,1
20474,343,4,6,8,12,8,8,8,4.0,58,+46.544,5374164,56,11,1:30.011,213.493,1
20483,343,807,3,10,17,17,17,17,0.0,57,\N,\N,51,15,1:30.620,212.059,11
20491,344,1,1,2,1,1,1,1,25.0,70,1:33:53.456,5633456,62,2,1:17.806,201.778,1
20493,344,4,6,8,3,3,3,3,15.0,70,+9.214,5642670,44,6,1:18.207,200.744,1
20503,344,807,3,10,12,13,13,13,0.0,69,\N,\N,64,9,1:18.912,198.950,11
20516,345,1,1,2,3,2,2,2,18.0,57,+5.042,6034613,56,4,1:39.156,196.744,1
20522,345,4,6,8,4,8,8,8,4.0,57,+32.809,6062380,50,10,1:39.889,195.300,1
20536,345,807,3,10,8,\N,R,22,0.0,49,\N,\N,46,17,1:40.790,193.554,43
20540,346,1,1,2,4,2,2,2,18.0,52,+1.360,5079560,43,6,1:32.758,228.633,1
20548,346,807,3,10,13,10,10,10,1.0,52,+42.012,5120212,48,13,1:33.989,225.639,1
20552,346,4,6,8,3,14,14,14,0.0,52,+1:02.385,5140585,52,1,1:30.874,233.373,1
20563,347,4,6,8,2,1,1,1,25.0,67,1:27:38.864,5258864,66,2,1:15.880,217.005,1
20566,347,1,1,2,6,4,4,4,12.0,67,+26.896,5285760,65,5,1:16.503,215.238,1
20575,347,807,3,10,10,13,13,13,0.0,66,\N,\N,61,11,1:16.836,214.305,11
20588,348,4,6,8,3,2,2,2,18.0,70,+17.821,6083392,67,4,1:23.195,189.573,1
20592,348,807,3,10,10,6,6,6,8.0,70,+1:16.723,6142294,66,7,1:24.204,187.302,1
20606,348,1,1,2,5,\N,R,20,0.0,23,\N,\N,22,14,1:26.258,182.842,6
20611,349,1,1,2,2,1,1,1,25.0,44,1:29:04.268,5344268,32,1,1:49.069,231.178,1
20624,349,807,3,10,9,14,14,14,0.0,43,\N,\N,28,12,1:51.864,225.402,11
20631,349,4,6,8,10,\N,R,21,0.0,37,\N,\N,29,8,1:51.374,226.393,3
20635,350,4,6,8,1,1,1,1,25.0,53,1:16:24.572,4584572,52,1,1:24.139,247.861,1
20641,350,807,3,10,8,7,7,7,6.0,53,+32.812,4617384,52,7,1:24.576,246.580,1
20657,350,1,1,2,5,\N,R,23,0.0,0,\N,\N,\N,\N,\N,\N,4
20659,351,4,6,8,1,1,1,1,25.0,61,1:57:53.579,7073579,58,1,1:47.976,169.137,1
20668,351,807,3,10,17,10,10,10,1.0,61,+2:12.791,7206370,45,13,1:52.213,162.751,1
20677,351,1,1,2,3,\N,R,19,0.0,35,\N,\N,31,10,1:50.750,164.901,4
20685,352,4,6,8,4,3,3,3,15.0,53,+2.721,5430044,53,4,1:33.823,222.815,1
20687,352,1,1,2,8,5,5,5,10.0,53,+39.595,5466918,35,9,1:35.182,219.633,1
20702,352,807,3,10,9,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,3
20707,353,4,6,8,3,1,1,1,25.0,55,2:48:20.810,10100810,42,1,1:50.257,183.335,1
20708,353,1,1,2,4,2,2,2,18.0,55,+14.999,10115809,42,3,1:50.430,183.048,1
20716,353,807,3,10,11,10,10,10,1.0,55,+1:20.851,10181661,43,10,1:51.982,180.511,1
20733,354,4,6,8,5,3,3,3,15.0,71,+6.807,5598610,67,2,1:13.855,210.038,1
20734,354,1,1,2,4,4,4,4,12.0,71,+14.634,5606437,66,1,1:13.851,210.049,1
20738,354,807,3,10,1,8,8,8,4.0,70,\N,\N,70,8,1:14.985,206.873,11
20756,355,1,1,2,2,2,2,2,18.0,55,+10.162,5986999,47,1,1:41.274,197.428,1
20761,355,4,6,8,3,7,7,7,6.0,55,+43.797,6020634,52,7,1:42.227,195.588,1
20770,355,807,3,10,15,16,16,16,0.0,55,+1:04.763,6041600,51,9,1:42.397,195.263,1
20780,841,1,1,3,2,2,2,2,18.0,58,+22.297,5392556,41,8,1:30.314,211.382,1
20782,841,4,6,5,5,4,4,4,12.0,58,+31.772,5402031,49,2,1:29.487,213.336,1
20800,841,815,15,17,13,\N,D,22,0.0,58,\N,\N,39,6,1:29.962,212.209,2
20806,842,4,6,5,5,6,6,6,8.0,56,+37.248,5897080,49,2,1:40.717,198.127,1
20808,842,1,1,3,2,8,8,8,4.0,56,+1:09.957,5929789,54,5,1:41.512,196.575,1
20821,842,815,15,17,16,\N,R,21,0.0,23,\N,\N,19,15,1:43.298,193.177,3
20825,843,1,1,3,3,1,1,1,25.0,56,1:36:58.226,5818226,48,2,1:40.415,195.424,1
20831,843,4,6,5,5,7,7,7,6.0,56,+30.622,5848848,41,15,1:42.070,192.256,1
20841,843,815,15,17,12,17,17,17,0.0,55,\N,\N,39,9,1:41.643,193.063,11
20851,844,4,6,5,5,3,3,3,15.0,58,+10.075,5427633,48,6,1:30.279,212.860,1
20852,844,1,1,3,4,4,4,4,12.0,58,+40.232,5457790,48,4,1:30.108,213.264,1
20862,844,815,15,17,15,14,14,14,0.0,57,\N,\N,46,9,1:30.797,211.645,11
20874,845,1,1,3,3,2,2,2,18.0,66,+0.630,5943931,52,1,1:26.727,193.227,1
20877,845,4,6,5,4,5,5,5,10.0,65,\N,\N,22,9,1:28.737,188.850,11
20881,845,815,15,17,12,9,9,9,2.0,65,\N,\N,55,6,1:27.247,192.075,11
20898,846,4,6,5,4,2,2,2,18.0,78,+1.138,7779511,77,4,1:16.471,157.236,1
20902,846,1,1,3,9,6,6,6,8.0,78,+27.210,7805583,54,5,1:17.847,154.456,1
20941,847,4,6,5,2,\N,R,22,0.0,36,\N,\N,14,22,1:34.223,166.621,4
20943,847,1,1,3,5,\N,R,24,0.0,7,\N,\N,7,23,1:37.761,160.591,4
20945,848,4,6,5,4,2,2,2,18.0,57,+10.891,5987060,49,2,1:42.308,190.683,1
20947,848,1,1,3,3,4,4,4,12.0,57,+46.190,6022359,47,6,1:42.947,189.499,1
20954,848,815,15,17,16,11,11,11,0.0,56,\N,\N,41,15,1:43.949,187.672,11
20968,849,4,6,5,3,1,1,1,25.0,52,1:28:41.196,5321196,41,1,1:34.908,223.454,1
20971,849,1,1,3,10,4,4,4,12.0,52,+28.986,5350182,39,5,1:36.180,220.499,1
20974,849,815,15,17,12,7,7,7,6.0,52,+1:05.590,5386786,35,7,1:36.656,219.413,1
20986,849,817,164,22,24,19,19,19,0.0,49,\N,\N,30,22,1:40.910,210.163,13
20992,850,1,1,3,2,1,1,1,25.0,60,1:37:30.334,5850334,59,1,1:34.302,196.526,1
20993,850,4,6,5,4,2,2,2,18.0,60,+3.980,5854314,60,5,1:34.626,195.853,1
21002,850,815,15,17,15,11,11,11,0.0,59,\N,\N,53,13,1:37.033,190.994,11
21010,850,817,164,22,22,19,19,19,0.0,57,\N,\N,57,23,1:40.489,184.426,13
21018,851,4,6,5,5,3,3,3,15.0,70,+19.819,6422156,62,3,1:23.711,188.405,1
21019,851,1,1,3,2,4,4,4,12.0,70,+48.338,6450675,61,2,1:23.661,188.517,1
21030,851,815,15,17,10,15,15,15,0.0,68,\N,\N,67,10,1:24.999,185.550,12
