driverStandingsId,raceId,driverId,points,position,positionText,wins
67495,944,830,49.0,12,12,0
67499,944,825,0.0,22,22,0
67500,944,822,136.0,4,4,0
67502,944,4,11.0,17,17,0
67527,945,1,381.0,1,1,10
67532,945,817,92.0,8,8,0
67533,945,807,58.0,10,10,0
67535,945,832,18.0,15,15,0
67536,945,815,78.0,9,9,0
67539,945,830,49.0,12,12,0
67543,945,825,0.0,22,22,0
67544,945,822,136.0,5,5,0
67546,945,4,11.0,17,17,0
67732,955,1,117.0,2,2,2
68106,948,4,0.0,21,21,0
68098,948,815,0.0,13,13,0
68097,948,825,0.0,12,12,0
68095,948,830,1.0,10,10,0
68094,948,832,2.0,9,9,0
68093,948,822,4.0,8,8,0
68092,948,807,6.0,7,7,0
68089,948,817,12.0,4,4,0
68087,948,1,18.0,2,2,0
67572,949,1,33.0,2,2,0
67574,949,817,24.0,3,3,0
67577,949,807,6.0,9,9,0
67578,949,822,6.0,11,11,0
67579,949,832,2.0,12,12,0
67580,949,830,9.0,8,8,0
67582,949,825,0.0,14,14,0
67583,949,815,0.0,17,17,0
67591,949,4,0.0,23,23,0
67595,950,1,39.0,2,2,0
67597,950,817,36.0,3,3,0
67600,950,807,6.0,11,11,0
67601,950,822,7.0,10,10,0
67602,950,832,4.0,12,12,0
67603,950,830,13.0,9,9,0
67605,950,825,0.0,14,14,0
67606,950,815,0.0,15,15,0
67614,950,4,0.0,18,18,0
67618,951,1,57.0,2,2,0
67620,951,817,36.0,4,4,0
67623,951,807,6.0,13,13,0
67624,951,822,19.0,9,9,0
67625,951,832,4.0,14,14,0
67626,951,830,13.0,10,10,0
67628,951,825,6.0,12,12,0
67629,951,815,2.0,15,15,0
67637,951,4,8.0,11,11,0
67641,952,1,57.0,3,3,0
67643,952,817,48.0,5,5,0
67646,952,807,6.0,15,15,0
67647,952,822,29.0,8,8,0
67648,952,832,12.0,11,11,0
67649,952,830,38.0,6,6,1
67651,952,825,6.0,14,14,0
67652,952,815,8.0,13,13,0
67660,952,4,8.0,12,12,0
67664,953,1,82.0,2,2,1
67666,953,817,66.0,3,3,0
67669,953,807,14.0,14,14,0
67670,953,822,29.0,8,8,0
67671,953,832,16.0,13,13,0
67672,953,830,38.0,6,6,1
67674,953,825,6.0,15,15,0
67675,953,815,23.0,9,9,0
67683,953,4,18.0,12,12,0
67687,954,1,107.0,2,2,2
67689,954,817,72.0,4,4,0
67692,954,807,18.0,13,13,0
67693,954,822,44.0,7,7,0
67694,954,832,18.0,14,14,0
67695,954,830,50.0,6,6,1
67697,954,825,6.0,15,15,0
67698,954,815,24.0,9,9,0
67706,954,4,18.0,12,12,0
67734,955,817,78.0,5,5,0
67737,955,807,20.0,12,12,0
67738,955,822,52.0,7,7,0
67739,955,832,18.0,14,14,0
67740,955,830,54.0,6,6,1
67742,955,825,6.0,15,15,0
67743,955,815,39.0,8,8,0
67751,955,4,18.0,13,13,0
67755,956,1,142.0,2,2,3
67757,956,817,88.0,5,5,0
67760,956,807,20.0,13,13,0
67761,956,822,54.0,7,7,0
67762,956,832,22.0,12,12,0
67763,956,830,72.0,6,6,1
67765,956,825,6.0,16,16,0
67766,956,815,39.0,8,8,0
67774,956,4,18.0,14,14,0
67778,957,1,167.0,2,2,4
67780,957,817,100.0,4,4,0
67783,957,807,26.0,11,11,0
67784,957,822,54.0,7,7,0
67785,957,832,26.0,12,12,0
67786,957,830,90.0,6,6,1
67788,957,825,6.0,16,16,0
67789,957,815,47.0,8,8,0
67797,957,4,18.0,14,14,0
67801,958,1,192.0,1,1,5
67803,958,817,115.0,3,3,0
67806,958,807,27.0,12,12,0
67807,958,822,56.0,7,7,0
67808,958,832,30.0,10,10,0
67809,958,830,100.0,6,6,1
67811,958,825,6.0,16,16,0
67812,958,815,47.0,8,8,0
67820,958,4,24.0,13,13,0
67824,959,1,217.0,1,1,6
67826,959,817,133.0,3,3,0
67829,959,807,33.0,10,10,0
67830,959,822,58.0,7,7,0
67831,959,832,30.0,11,11,0
67832,959,830,115.0,6,6,1
67834,959,825,6.0,16,16,0
67835,959,815,48.0,8,8,0
67843,959,4,24.0,13,13,0
67847,960,1,232.0,1,1,6
67849,960,817,151.0,3,3,0
67852,960,807,45.0,9,9,0
67853,960,822,62.0,7,7,0
67854,960,832,30.0,12,12,0
67855,960,830,115.0,6,6,1
67857,960,825,6.0,16,16,0
67858,960,815,58.0,8,8,0
67866,960,4,30.0,11,11,0
67869,960,839,0.0,24,24,0
67871,961,1,250.0,1,1,6
67873,961,817,161.0,3,3,0
67876,961,807,46.0,9,9,0
67877,961,822,70.0,7,7,0
67878,961,832,30.0,12,12,0
67879,961,830,121.0,6,6,1
67881,961,825,6.0,16,16,0
67882,961,815,62.0,8,8,0
67890,961,4,30.0,11,11,0
67893,961,839,0.0,24,24,0
67895,962,1,265.0,2,2,6
67897,962,817,179.0,3,3,0
67900,962,807,46.0,9,9,0
67901,962,822,70.0,7,7,0
67902,962,832,30.0,12,12,0
67903,962,830,129.0,6,6,1
67905,962,825,7.0,16,16,0
67906,962,815,66.0,8,8,0
67914,962,4,36.0,11,11,0
67917,962,839,0.0,24,24,0
67919,963,1,265.0,2,2,6
67921,963,817,204.0,3,3,1
67924,963,807,50.0,9,9,0
67925,963,822,80.0,7,7,0
67926,963,832,30.0,12,12,0
67927,963,830,147.0,6,6,1
67929,963,825,7.0,16,16,0
67930,963,815,74.0,8,8,0
67938,963,4,42.0,10,10,0
67941,963,839,0.0,24,24,0
67943,964,1,280.0,2,2,6
67945,964,817,212.0,3,3,1
67948,964,807,54.0,9,9,0
67949,964,822,81.0,7,7,0
67950,964,832,30.0,12,12,0
67951,964,830,165.0,5,5,1
67953,964,825,7.0,16,16,0
67954,964,815,80.0,8,8,0
67962,964,4,42.0,11,11,0
67965,964,839,0.0,24,24,0
68061,965,839,0.0,24,24,0
68058,965,4,52.0,10,10,0
68050,965,815,84.0,7,7,0
68049,965,825,7.0,16,16,0
68047,965,830,165.0,6,6,1
68046,965,832,38.0,12,12,0
68044,965,807,54.0,9,9,0
68041,965,817,227.0,3,3,1
68045,965,822,81.0,8,8,0
68039,965,1,305.0,2,2,7
68109,967,1,355.0,2,2,9
68085,966,839,0.0,24,24,0
68082,966,4,52.0,10,10,0
68073,966,825,7.0,16,16,0
68074,966,815,85.0,7,7,0
68071,966,830,177.0,6,6,1
68070,966,832,38.0,12,12,0
68069,966,822,85.0,8,8,0
68068,966,807,60.0,9,9,0
68065,966,817,242.0,3,3,1
68063,966,1,330.0,2,2,8
68111,967,817,246.0,3,3,1
68114,967,807,66.0,9,9,0
68115,967,822,85.0,8,8,0
68116,967,832,46.0,12,12,0
68117,967,830,192.0,5,5,1
68119,967,825,7.0,16,16,0
68120,967,815,97.0,7,7,0
68128,967,4,53.0,10,10,0
68131,967,839,0.0,23,23,0
68133,968,1,380.0,2,2,10
68135,968,817,256.0,3,3,1
68138,968,807,72.0,9,9,0
68139,968,822,85.0,8,8,0
68140,968,832,46.0,12,12,0
68141,968,830,204.0,5,5,1
68143,968,825,7.0,16,16,0
68144,968,815,101.0,7,7,0
68152,968,4,54.0,10,10,0
68155,968,839,0.0,23,23,0
68162,969,815,6.0,7,7,0
68163,969,832,4.0,8,8,0
68165,969,839,1.0,10,10,0
68166,969,807,0.0,11,11,0
68169,969,4,0.0,14,14,0
68170,969,825,0.0,15,15,0
68171,969,840,0.0,16,16,0
68172,969,817,0.0,17,17,0
68177,970,1,43.0,2,2,1
68178,970,822,23.0,4,4,0
68180,970,830,25.0,3,3,0
68182,970,815,8.0,9,9,0
68183,970,832,10.0,7,7,0
68185,970,839,2.0,12,12,0
68186,970,807,0.0,13,13,0
68189,970,4,0.0,19,19,0
68190,970,825,4.0,10,10,0
68191,970,840,0.0,20,20,0
68192,970,817,12.0,6,6,0
68197,971,1,61.0,2,2,1
68198,971,822,38.0,3,3,0
68200,971,830,25.0,5,5,0
68202,971,815,14.0,8,8,0
68203,971,832,10.0,9,9,0
68205,971,839,3.0,12,12,0
68206,971,807,2.0,13,13,0
68209,971,4,0.0,19,19,0
68210,971,825,4.0,11,11,0
68211,971,840,0.0,21,21,0
68212,971,817,22.0,6,6,0
68218,972,1,73.0,2,2,1
68219,972,822,63.0,3,3,1
68221,972,830,35.0,5,5,0
68223,972,815,22.0,7,7,0
68224,972,832,11.0,9,9,0
68226,972,839,9.0,10,10,0
68227,972,807,6.0,11,11,0
68230,972,4,0.0,20,20,0
68231,972,825,4.0,13,13,0
68232,972,840,0.0,16,16,0
68233,972,817,22.0,6,6,0
68239,973,1,98.0,2,2,2
68240,973,822,63.0,3,3,1
68242,973,830,35.0,6,6,0
68244,973,815,34.0,7,7,0
68245,973,832,17.0,10,10,0
68247,973,839,19.0,8,8,0
68248,973,807,14.0,11,11,0
68251,973,4,0.0,18,18,0
68252,973,825,4.0,14,14,0
68253,973,840,0.0,17,17,0
68254,973,817,37.0,5,5,0
68260,974,1,104.0,2,2,2
68261,974,822,75.0,3,3,1
68263,974,830,45.0,6,6,0
68265,974,815,34.0,7,7,0
68266,974,832,25.0,8,8,0
68268,974,839,19.0,10,10,0
68269,974,807,14.0,11,11,0
68272,974,4,0.0,19,19,0
68273,974,825,5.0,13,13,0
68274,974,840,0.0,18,18,0
68275,974,817,52.0,5,5,0
68282,975,1,129.0,2,2,3
68283,975,822,93.0,3,3,1
68285,975,830,45.0,6,6,0
68287,975,815,44.0,7,7,0
68288,975,832,25.0,9,9,0
68290,975,839,27.0,8,8,0
68291,975,807,18.0,11,11,0
68294,975,4,0.0,19,19,0
68295,975,825,5.0,13,13,0
68296,975,840,2.0,16,16,0
68297,975,817,67.0,5,5,0
68304,976,1,139.0,2,2,3
68305,976,822,111.0,3,3,1
68307,976,830,45.0,6,6,0
68309,976,815,44.0,7,7,0
68310,976,832,29.0,9,9,0
68312,976,839,35.0,8,8,0
68313,976,807,18.0,11,11,0
68316,976,4,2.0,17,17,0
68317,976,825,11.0,13,13,0
68318,976,840,17.0,12,12,0
68319,976,817,92.0,4,4,1
68326,977,1,151.0,2,2,3
68327,977,822,136.0,3,3,2
68329,977,830,45.0,7,7,0
68331,977,815,50.0,6,6,0
68332,977,832,29.0,9,9,0
68334,977,839,39.0,8,8,0
68335,977,807,18.0,12,12,0
68338,977,4,2.0,17,17,0
68339,977,825,11.0,14,14,0
68340,977,840,18.0,11,11,0
68341,977,817,107.0,4,4,1
68348,978,1,176.0,2,2,4
68349,978,822,154.0,3,3,2
68351,978,830,57.0,6,6,0
68353,978,815,52.0,7,7,0
68354,978,832,29.0,9,9,0
68356,978,839,43.0,8,8,0
68357,978,807,26.0,10,10,0
68360,978,4,2.0,17,17,0
68361,978,825,11.0,14,14,0
68362,978,840,18.0,12,12,0
68363,978,817,117.0,4,4,1
68370,979,1,188.0,2,2,4
68371,979,822,169.0,3,3,2
68373,979,830,67.0,6,6,0
68375,979,815,56.0,7,7,0
68376,979,832,35.0,9,9,0
68378,979,839,45.0,8,8,0
68379,979,807,26.0,10,10,0
68382,979,4,10.0,15,15,0
68383,979,825,11.0,14,14,0
68384,979,840,18.0,12,12,0
68385,979,817,117.0,4,4,1
68393,980,1,213.0,2,2,5
68394,980,822,179.0,3,3,2
68396,980,830,67.0,6,6,0
68398,980,815,56.0,7,7,0
68399,980,832,36.0,9,9,0
68401,980,839,47.0,8,8,0
68402,980,807,34.0,10,10,0
68405,980,4,10.0,15,15,0
68406,980,825,11.0,14,14,0
68407,980,840,18.0,13,13,0
68408,980,817,132.0,4,4,1
68416,981,1,238.0,1,1,6
68417,981,822,197.0,3,3,2
68419,981,830,68.0,6,6,0
68421,981,815,58.0,7,7,0
68422,981,832,36.0,9,9,0
68424,981,839,55.0,8,8,0
68425,981,807,34.0,10,10,0
68428,981,4,10.0,15,15,0
68429,981,825,11.0,14,14,0
68430,981,840,24.0,12,12,0
68431,981,817,144.0,4,4,1
68439,982,1,263.0,1,1,7
68440,982,822,212.0,3,3,2
68442,982,830,68.0,6,6,0
68444,982,815,68.0,7,7,0
68445,982,832,48.0,9,9,0
68447,982,839,56.0,8,8,0
68448,982,807,34.0,10,10,0
68451,982,4,10.0,15,15,0
68452,982,825,11.0,14,14,0
68453,982,840,28.0,12,12,0
68454,982,817,162.0,4,4,1
68462,983,1,281.0,1,1,7
68463,983,822,222.0,3,3,2
68465,983,830,93.0,6,6,1
68467,983,815,76.0,7,7,0
68468,983,832,48.0,9,9,0
68470,983,839,57.0,8,8,0
68471,983,807,34.0,10,10,0
68474,983,4,10.0,16,16,0
68475,983,825,11.0,15,15,0
68476,983,840,32.0,12,12,0
68477,983,817,177.0,4,4,1
68484,983,842,0.0,22,22,0
68486,984,1,306.0,1,1,8
68487,984,822,234.0,3,3,2
68489,984,830,111.0,6,6,1
68491,984,815,82.0,7,7,0
68492,984,832,48.0,9,9,0
68494,984,839,65.0,8,8,0
68495,984,807,34.0,10,10,0
68498,984,4,10.0,16,16,0
68499,984,825,15.0,14,14,0
68500,984,840,32.0,12,12,0
68501,984,817,192.0,4,4,1
68508,984,842,0.0,22,22,0
68510,985,1,331.0,1,1,9
68511,985,822,244.0,3,3,2
68513,985,830,123.0,6,6,1
68515,985,815,86.0,7,7,0
68516,985,832,54.0,9,9,0
68518,985,839,73.0,8,8,0
68519,985,807,34.0,11,11,0
68522,985,4,10.0,16,16,0
68523,985,825,15.0,14,14,0
68524,985,840,32.0,12,12,0
68525,985,817,192.0,4,4,1
68532,985,842,0.0,22,22,0
68535,986,1,333.0,1,1,9
68536,986,822,262.0,3,3,2
68538,986,830,148.0,6,6,2
68540,986,815,92.0,7,7,0
68541,986,832,54.0,9,9,0
68543,986,839,83.0,8,8,0
68544,986,807,34.0,12,12,0
68547,986,4,11.0,16,16,0
68548,986,825,19.0,14,14,0
68549,986,840,40.0,10,10,0
68550,986,817,192.0,4,4,1
68557,986,842,0.0,22,22,0
68560,987,1,345.0,1,1,9
68561,987,822,280.0,3,3,2
68563,987,830,158.0,6,6,2
68565,987,815,94.0,7,7,0
68566,987,832,54.0,9,9,0
68568,987,839,83.0,8,8,0
68569,987,807,35.0,12,12,0
68572,987,4,15.0,15,15,0
68573,987,825,19.0,14,14,0
68574,987,840,40.0,11,11,0
68575,987,817,200.0,4,4,1
68582,987,842,0.0,21,21,0
68585,988,1,363.0,1,1,9
68586,988,822,305.0,3,3,3
68588,988,830,168.0,6,6,2
68590,988,815,100.0,7,7,0
68591,988,832,54.0,9,9,0
68593,988,839,87.0,8,8,0
68594,988,807,43.0,10,10,0
68597,988,4,17.0,15,15,0
68598,988,825,19.0,14,14,0
68599,988,840,40.0,12,12,0
68600,988,817,200.0,5,5,1
68607,988,842,0.0,21,21,0
68610,989,1,18.0,2,2,0
68612,989,817,12.0,4,4,0
68613,989,4,10.0,5,5,0
68614,989,830,8.0,6,6,0
68615,989,807,6.0,7,7,0
68616,989,822,4.0,8,8,0
68618,989,832,1.0,10,10,0
68619,989,815,0.0,11,11,0
68620,989,839,0.0,12,12,0
68621,989,844,0.0,13,13,0
68622,989,840,0.0,14,14,0
68625,989,825,0.0,17,17,0
68626,989,842,0.0,18,18,0
68693,990,4,16.0,4,4,0
68694,990,830,8.0,10,10,0
68705,990,825,10.0,9,9,0
68701,990,844,0.0,16,16,0
68706,990,842,12.0,7,7,0
68702,990,840,0.0,18,18,0
68700,990,839,1.0,14,14,0
68699,990,815,0.0,15,15,0
68698,990,832,1.0,13,13,0
68696,990,822,22.0,3,3,0
68695,990,807,14.0,6,6,0
68692,990,817,12.0,8,8,0
68690,990,1,33.0,2,2,0
68670,991,1,45.0,2,2,0
68672,991,817,37.0,4,4,1
68673,991,4,22.0,6,6,0
68674,991,830,18.0,8,8,0
68675,991,807,22.0,7,7,0
68676,991,822,40.0,3,3,0
68678,991,832,3.0,12,12,0
68679,991,815,0.0,15,15,0
68680,991,839,1.0,14,14,0
68681,991,844,0.0,16,16,0
68682,991,840,0.0,18,18,0
68685,991,825,11.0,10,10,0
68686,991,842,12.0,9,9,0
68710,992,1,70.0,1,1,1
68712,992,817,37.0,5,5,1
68713,992,4,28.0,6,6,0
68714,992,830,18.0,8,8,0
68715,992,807,22.0,7,7,0
68716,992,822,40.0,4,4,0
68718,992,832,13.0,10,10,0
68719,992,815,15.0,9,9,0
68720,992,839,1.0,17,17,0
68721,992,844,8.0,13,13,0
68722,992,840,4.0,15,15,0
68725,992,825,11.0,12,12,0
68726,992,842,12.0,11,11,0
68730,993,1,95.0,1,1,2
68732,993,817,47.0,5,5,1
68733,993,4,32.0,7,7,0
68734,993,830,33.0,6,6,0
68735,993,807,22.0,8,8,0
68736,993,822,58.0,3,3,0
68738,993,832,19.0,10,10,0
68739,993,815,17.0,11,11,0
68740,993,839,1.0,17,17,0
68741,993,844,9.0,13,13,0
68742,993,840,4.0,15,15,0
68745,993,825,19.0,9,9,0
68746,993,842,12.0,12,12,0
68750,994,1,110.0,1,1,2
68752,994,817,72.0,3,3,2
68753,994,4,32.0,7,7,0
68754,994,830,35.0,6,6,0
68755,994,807,26.0,8,8,0
68756,994,822,68.0,4,4,0
68758,994,832,20.0,9,9,0
68759,994,815,17.0,12,12,0
68760,994,839,9.0,13,13,0
68761,994,844,9.0,14,14,0
68762,994,840,4.0,16,16,0
68765,994,825,19.0,10,10,0
68766,994,842,18.0,11,11,0
68770,995,1,120.0,2,2,2
68772,995,817,84.0,4,4,2
68773,995,4,32.0,7,7,0
68774,995,830,50.0,6,6,0
68775,995,807,32.0,8,8,0
68776,995,822,86.0,3,3,0
68778,995,832,24.0,9,9,0
68779,995,815,17.0,12,12,0
68780,995,839,11.0,13,13,0
68781,995,844,10.0,14,14,0
68782,995,840,4.0,16,16,0
68785,995,825,19.0,10,10,0
68786,995,842,18.0,11,11,0
68790,996,1,145.0,1,1,3
68792,996,817,96.0,3,3,2
68793,996,4,32.0,8,8,0
68794,996,830,68.0,6,6,0
68795,996,807,34.0,7,7,0
68796,996,822,92.0,4,4,0
68798,996,832,28.0,9,9,0
68799,996,815,17.0,12,12,0
68800,996,839,11.0,13,13,0
68801,996,844,11.0,14,14,0
68802,996,840,4.0,16,16,0
68805,996,825,27.0,10,10,0
68806,996,842,18.0,11,11,0
68810,997,1,145.0,2,2,3
68812,997,817,96.0,4,4,2
68813,997,4,36.0,8,8,0
68814,997,830,93.0,5,5,1
68815,997,807,34.0,9,9,0
68816,997,822,92.0,6,6,0
68818,997,832,28.0,10,10,0
68819,997,815,23.0,11,11,0
68820,997,839,19.0,12,12,0
68821,997,844,13.0,14,14,0
68822,997,840,4.0,17,17,0
68825,997,825,37.0,7,7,0
68826,997,842,18.0,13,13,0
68830,998,1,163.0,2,2,3
68832,998,817,106.0,4,4,2
68833,998,4,40.0,8,8,0
68834,998,830,93.0,6,6,1
68835,998,807,42.0,7,7,0
68836,998,822,104.0,5,5,0
68838,998,832,28.0,10,10,0
68839,998,815,24.0,12,12,0
68840,998,839,25.0,11,11,0
68841,998,844,13.0,14,14,0
68842,998,840,4.0,17,17,0
68845,998,825,39.0,9,9,0
68846,998,842,18.0,13,13,0
68850,999,1,188.0,1,1,4
68852,999,817,106.0,5,5,2
68853,999,4,40.0,8,8,0
68854,999,830,105.0,6,6,1
68855,999,807,52.0,7,7,0
68856,999,822,122.0,4,4,0
68858,999,832,28.0,12,12,0
68859,999,815,30.0,10,10,0
68860,999,839,29.0,11,11,0
68861,999,844,13.0,15,15,0
68862,999,840,4.0,18,18,0
68865,999,825,39.0,9,9,0
68866,999,842,18.0,14,14,0
68870,1000,1,213.0,1,1,5
68872,1000,817,118.0,5,5,2
68873,1000,4,44.0,9,9,0
68874,1000,830,105.0,6,6,1
68875,1000,807,52.0,7,7,0
68876,1000,822,132.0,4,4,0
68878,1000,832,30.0,11,11,0
68879,1000,815,30.0,10,10,0
68880,1000,839,29.0,12,12,0
68881,1000,844,13.0,15,15,0
68882,1000,840,4.0,18,18,0
68885,1000,825,45.0,8,8,0
68886,1000,842,26.0,13,13,0
68890,1001,1,231.0,1,1,5
68892,1001,817,118.0,6,6,2
68893,1001,4,44.0,9,9,0
68894,1001,830,120.0,5,5,1
68895,1001,807,52.0,7,7,0
68896,1001,822,144.0,4,4,0
68898,1001,832,30.0,12,12,0
68899,1001,815,40.0,10,10,0
68900,1001,839,37.0,11,11,0
68901,1001,844,13.0,15,15,0
68902,1001,840,4.0,18,18,0
68905,1001,825,49.0,8,8,0
68906,1001,842,28.0,13,13,0
68966,1002,842,28.0,13,13,0
68958,1002,832,34.0,12,12,0
68956,1002,822,159.0,4,4,0
68952,1002,817,118.0,6,6,2
68965,1002,825,49.0,8,8,0
68962,1002,840,6.0,17,17,0
68960,1002,839,45.0,10,10,0
68961,1002,844,13.0,15,15,0
68959,1002,815,46.0,9,9,0
68955,1002,807,52.0,7,7,0
68954,1002,830,130.0,5,5,1
68953,1002,4,44.0,11,11,0
68950,1002,1,256.0,1,1,6
68970,1003,1,281.0,1,1,7
68972,1003,817,126.0,6,6,2
68973,1003,4,50.0,8,8,0
68974,1003,830,148.0,5,5,1
68975,1003,807,53.0,7,7,0
68976,1003,822,171.0,4,4,0
68978,1003,832,38.0,12,12,0
68979,1003,815,46.0,10,10,0
68980,1003,839,45.0,11,11,0
68981,1003,844,15.0,15,15,0
68982,1003,840,6.0,17,17,0
68985,1003,825,49.0,9,9,0
68986,1003,842,28.0,13,13,0
68990,1004,1,306.0,1,1,8
68992,1004,817,134.0,6,6,2
68993,1004,4,50.0,9,9,0
68994,1004,830,158.0,5,5,1
68995,1004,807,53.0,8,8,0
68996,1004,822,189.0,3,3,0
68998,1004,832,38.0,12,12,0
68999,1004,815,47.0,10,10,0
69000,1004,839,47.0,11,11,0
69001,1004,844,21.0,15,15,0
69002,1004,840,6.0,17,17,0
69005,1004,825,53.0,7,7,0
69006,1004,842,28.0,13,13,0
69010,1005,1,331.0,1,1,9
69012,1005,817,146.0,6,6,2
69013,1005,4,50.0,10,10,0
69014,1005,830,173.0,5,5,1
69015,1005,807,53.0,9,9,0
69016,1005,822,207.0,3,3,0
69018,1005,832,39.0,12,12,0
69019,1005,815,53.0,7,7,0
69020,1005,839,49.0,11,11,0
69021,1005,844,21.0,15,15,0
69022,1005,840,6.0,17,17,0
69025,1005,825,53.0,8,8,0
69026,1005,842,28.0,14,14,0
69065,1006,825,53.0,9,9,0
69062,1006,840,6.0,18,18,0
69060,1006,839,49.0,11,11,0
69058,1006,832,45.0,12,12,0
69056,1006,822,217.0,4,4,0
69054,1006,830,191.0,5,5,1
69052,1006,817,146.0,6,6,2
69050,1006,1,346.0,1,1,9
69066,1006,842,28.0,14,14,0
69055,1006,807,61.0,7,7,0
69061,1006,844,21.0,15,15,0
69053,1006,4,50.0,10,10,0
69059,1006,815,57.0,8,8,0
69070,1007,1,358.0,1,1,9
69072,1007,817,146.0,6,6,2
69073,1007,4,50.0,10,10,0
69074,1007,830,216.0,5,5,2
69075,1007,807,69.0,7,7,0
69076,1007,822,227.0,4,4,0
69078,1007,832,45.0,12,12,0
69079,1007,815,57.0,8,8,0
69080,1007,839,49.0,11,11,0
69081,1007,844,27.0,15,15,0
69082,1007,840,6.0,18,18,0
69085,1007,825,53.0,9,9,0
69086,1007,842,29.0,14,14,0
69090,1008,1,383.0,1,1,10
69092,1008,817,158.0,6,6,2
69093,1008,4,50.0,10,10,0
69094,1008,830,234.0,5,5,2
69095,1008,807,69.0,7,7,0
69096,1008,822,237.0,4,4,0
69098,1008,832,45.0,12,12,0
69099,1008,815,58.0,8,8,0
69100,1008,839,49.0,11,11,0
69101,1008,844,33.0,14,14,0
69102,1008,840,6.0,18,18,0
69105,1008,825,55.0,9,9,0
69106,1008,842,29.0,15,15,0
69110,1009,1,408.0,1,1,11
69112,1009,817,170.0,6,6,2
69113,1009,4,50.0,11,11,0
69114,1009,830,249.0,4,4,2
69115,1009,807,69.0,7,7,0
69116,1009,822,247.0,5,5,0
69118,1009,832,53.0,10,10,0
69119,1009,815,62.0,8,8,0
69120,1009,839,49.0,12,12,0
69121,1009,844,39.0,13,13,0
69122,1009,840,6.0,18,18,0
69125,1009,825,56.0,9,9,0
69126,1009,842,29.0,15,15,0
69768,1010,832,0.0,20,20,0
69767,1010,817,0.0,19,19,0
69764,1010,847,0.0,16,16,0
69762,1010,848,0.0,14,14,0
69761,1010,815,0.0,13,13,0
69760,1010,846,0.0,12,12,0
69750,1010,1,18.0,2,2,0
69230,1012,1,68.0,1,1,2
69759,1010,842,0.0,11,11,0
69757,1010,840,2.0,9,9,0
69755,1010,807,6.0,7,7,0
69754,1010,825,8.0,6,6,0
69753,1010,844,10.0,5,5,0
69751,1010,830,15.0,3,3,0
69749,1010,822,26.0,1,1,1
69229,1012,822,62.0,2,2,1
69227,1011,817,0.0,18,18,0
69224,1011,847,0.0,16,16,0
69222,1011,848,2.0,11,11,0
69219,1011,842,4.0,10,10,0
69211,1011,830,27.0,3,3,0
69228,1011,832,0.0,20,20,0
69220,1011,846,8.0,7,7,0
69215,1011,807,6.0,9,9,0
69221,1011,815,1.0,14,14,0
69217,1011,840,2.0,12,12,0
69214,1011,825,8.0,8,8,0
69213,1011,844,26.0,4,4,0
69210,1011,1,43.0,2,2,1
69209,1011,822,44.0,1,1,1
69231,1012,830,39.0,3,3,0
69233,1012,844,36.0,5,5,0
69234,1012,825,8.0,9,9,0
69235,1012,807,6.0,10,10,0
69237,1012,840,2.0,14,14,0
69239,1012,842,13.0,6,6,0
69240,1012,846,8.0,8,8,0
69241,1012,815,5.0,12,12,0
69242,1012,848,3.0,13,13,0
69244,1012,847,0.0,19,19,0
69247,1012,817,6.0,11,11,0
69248,1012,832,0.0,18,18,0
69249,1013,822,87.0,1,1,2
69250,1013,1,86.0,2,2,2
69251,1013,830,51.0,4,4,0
69253,1013,844,47.0,5,5,0
69254,1013,825,8.0,10,10,0
69255,1013,807,6.0,11,11,0
69257,1013,840,4.0,14,14,0
69259,1013,842,13.0,7,7,0
69260,1013,846,12.0,9,9,0
69261,1013,815,13.0,6,6,0
69262,1013,848,3.0,15,15,0
69264,1013,847,0.0,19,19,0
69267,1013,817,6.0,13,13,0
69268,1013,832,6.0,12,12,0
69308,1014,832,10.0,11,11,0
69307,1014,817,6.0,12,12,0
69302,1014,848,3.0,15,15,0
69299,1014,842,21.0,6,6,0
69297,1014,840,4.0,14,14,0
69293,1014,844,57.0,5,5,0
69291,1014,830,66.0,3,3,0
69290,1014,1,112.0,1,1,3
69301,1014,815,13.0,8,8,0
69300,1014,846,12.0,10,10,0
69289,1014,822,105.0,2,2,2
69304,1014,847,0.0,19,19,0
69295,1014,807,6.0,13,13,0
69294,1014,825,14.0,7,7,0
69309,1015,822,120.0,2,2,2
69310,1015,1,137.0,1,1,4
69311,1015,830,78.0,4,4,0
69313,1015,844,57.0,5,5,0
69314,1015,825,14.0,8,8,0
69315,1015,807,6.0,15,15,0
69317,1015,840,4.0,16,16,0
69319,1015,842,32.0,6,6,0
69320,1015,846,12.0,11,11,0
69321,1015,815,13.0,9,9,0
69322,1015,848,7.0,14,14,0
69324,1015,847,0.0,19,19,0
69327,1015,817,8.0,13,13,0
69328,1015,832,18.0,7,7,0
69329,1016,822,133.0,2,2,2
69330,1016,1,162.0,1,1,5
69331,1016,830,88.0,4,4,0
69333,1016,844,72.0,5,5,0
69334,1016,825,14.0,9,9,0
69335,1016,807,12.0,13,13,0
69337,1016,840,6.0,16,16,0
69339,1016,842,36.0,6,6,0
69340,1016,846,12.0,12,12,0
69341,1016,815,13.0,10,10,0
69342,1016,848,7.0,15,15,0
69344,1016,847,0.0,19,19,0
69347,1016,817,16.0,8,8,0
69348,1016,832,18.0,7,7,0
69424,1017,847,0.0,19,19,0
69428,1017,832,26.0,7,7,0
69417,1017,840,6.0,16,16,0
